ema_period,atr1,atr2,Equity Final [$],Return [%],# Trades,Win Rate [%]
34,1.0,2.0,4373073.077232628,-10.803669833611176,22,31.818181818181817
34,1.0,3.0,4472585.913493717,-8.773934761231613,14,35.714285714285715
34,1.0,4.0,4593903.415650168,-6.299456108303127,10,30.0
35,1.0,2.0,4388318.930615319,-10.4927044900246,23,34.78260869565217
35,1.0,3.0,4472038.135113914,-8.785107641345906,14,35.714285714285715
35,1.0,4.0,4593983.066103946,-6.297831500607895,10,30.0
36,1.0,2.0,4413278.935161093,-9.983602362733297,23,39.130434782608695
36,1.0,3.0,4467826.304899567,-8.871015146610233,14,35.714285714285715
36,1.0,4.0,4663659.242250602,-4.87666631481104,10,40.0
37,1.0,2.0,4351915.715399485,-11.235210536954055,26,38.46153846153847
37,1.0,3.0,4467020.586915157,-8.887449147618035,14,35.714285714285715
37,1.0,4.0,4666994.322730192,-4.808641625002458,10,40.0
38,1.0,2.0,4414853.050866985,-9.951495571526495,24,37.5
38,1.0,3.0,4467146.589291953,-8.88487911290699,14,35.714285714285715
38,1.0,4.0,4595096.619536067,-6.275118667358781,10,30.0
39,1.0,2.0,4212771.791214854,-14.073289659581775,28,32.142857142857146
39,1.0,3.0,4263086.49838581,-13.047034860316959,19,26.31578947368421
39,1.0,4.0,4388709.346915743,-10.484741279572825,13,23.076923076923077
40,1.0,2.0,4210282.866425288,-14.124055551980257,28,32.142857142857146
40,1.0,3.0,4261418.160666636,-13.08106347118176,19,26.31578947368421
40,1.0,4.0,4463205.500425733,-8.965264383749268,14,28.57142857142857
41,1.0,2.0,4314153.255016868,-12.0054407216997,27,33.33333333333333
41,1.0,3.0,4226281.942338899,-13.797726942248763,20,25.0
41,1.0,4.0,4464173.838013615,-8.94551347685247,14,28.57142857142857
42,1.0,2.0,4314773.327421449,-11.992793280884216,27,33.33333333333333
42,1.0,3.0,4224634.394235924,-13.831331513213527,20,25.0
42,1.0,4.0,4464748.880183842,-8.933784504944327,14,28.57142857142857
43,1.0,2.0,4349197.641803538,-11.290650312507502,28,35.714285714285715
43,1.0,3.0,4224766.719338828,-13.828632515652895,20,25.0
43,1.0,4.0,4293650.066293121,-12.42363844183119,15,26.666666666666668
44,1.0,2.0,4350970.547253749,-11.254488863316519,28,35.714285714285715
44,1.0,3.0,4224148.546887191,-13.841241203667511,20,25.0
44,1.0,4.0,4293150.957071982,-12.433818630931981,15,26.666666666666668
45,1.0,2.0,4354965.030441871,-11.173014523647526,28,35.714285714285715
45,1.0,3.0,4222948.498518796,-13.865718249578386,20,25.0
45,1.0,4.0,4292085.984799486,-12.455540568059035,15,26.666666666666668
46,1.0,2.0,4323676.329923487,-11.811201266157008,27,33.33333333333333
46,1.0,3.0,4222429.859911348,-13.876296774027889,20,25.0
46,1.0,4.0,4291543.178133827,-12.46661204153125,15,26.666666666666668
47,1.0,2.0,4307903.673390309,-12.132911664059776,26,30.76923076923077
47,1.0,3.0,4221957.024740477,-13.885941058783805,20,25.0
47,1.0,4.0,4291241.752153203,-12.472760141691849,15,26.666666666666668
48,1.0,2.0,4307687.12128843,-12.137328615808885,26,30.76923076923077
48,1.0,3.0,4220783.843055954,-13.90987011257041,20,25.0
48,1.0,4.0,4290455.767387316,-12.488791649843137,15,26.666666666666668
49,1.0,2.0,4260958.824952266,-13.09043241135554,24,29.166666666666668
49,1.0,3.0,4220584.910464042,-13.913927684176395,20,25.0
49,1.0,4.0,4290448.13822492,-12.488947259702815,15,26.666666666666668
50,1.0,2.0,4262444.209335395,-13.06013544775085,24,29.166666666666668
50,1.0,3.0,4220942.186947437,-13.906640417165123,20,25.0
50,1.0,4.0,4291955.871454401,-12.458194453023284,15,26.666666666666668
